Gene1        Gene2        Direction    Correlation  Distant?     Distance     
EGR3         THRB         1            0.94121      1            -1           
EGR3         MTF1         0            0.77409      1            -1           
EGR3         NFATC4       0            0.81797      1            -1           
EGR3         FOS          0            0.88793      1            -1           
EGR3         JUNB         0            0.80021      1            -1           
EGR3         ATF4         -1           0.92519      1            -1           
EGR3         FLI1         0            0.88825      1            -1           
EGR3         TFDP1        0            0.77772      1            -1           
EGR3         TFDP2        0            -0.79648     1            -1           
EGR3         CUX1         0            0.79487      1            -1           
EGR3         FOXM1        -1           0.888        1            -1           
EGR3         NRF1         -1           0.78546      1            -1           
EGR3         ZNF143       -1           0.81998      1            -1           
EGR3         POU3F2       1            -0.89542     1            -1           
EGR3         ZNF628       0            0.76008      1            -1           
EGR3         ETS1         0            0.87381      1            -1           
EGR3         HMGA1        0            0.80286      1            -1           
EGR3         TEF          0            0.82885      1            -1           
EGR3         NR6A1        -1           0.89135      1            -1           
EGR3         POU3F1       1            0.78537      1            -1           
EGR3         NKX2-5       1            0.89577      1            -1           
EGR3         RFXANK       0            0.77895      1            -1           
EGR3         RFXAP        1            -0.77661     1            -1           
EGR3         RUNX2        1            0.8965       1            -1           
EGR3         RUNX3        0            0.8127       1            -1           
EGR3         SOX3         1            -0.84534     1            -1           
EGR3         CHURC1       0            0.81477      1            -1           
EGR3         RELA         -1           0.84024      1            -1           
EGR3         GATA2        0            0.91484      1            -1           
EGR3         CDX1         1            0.97862      1            -1           
EGR3         NKX3-1       1            0.84984      0            989635       
